-6.69708824,-2.83930397,-1.31766963,-1.79736590,0.48529902,0.76116484,2.25569820,2.12378931,0.21928409,0.82954764,-0.77368468,0.80422002,-1.05975986,0.96903986,-1.41635561,-0.90711480,1.61805999,0.41775027,0.68950039,-0.54811364,1.38128245,0.30387801,-1.25003052,1.55047858,-0.41745606,0.33498746,-0.30336687,0.18126816,0.62428772,-0.47886953,-0.66224128,0.14331535,-0.49835321,-0.50333601,-0.72279245,0.32234514,0.21120030,0.90329319,0.12825254,-0.25051790,0.21607475,0.71909410,-0.47254473,-0.10394835,-1.00462651,0.20922476,0.57926464,-1.50814807,-0.00387574,-0.34189513
-6.75858831,0.15314443,7.75819349,0.33486101,-1.37509620,2.84549952,0.58651227,-0.50517654,0.71852463,-1.33729792,1.35292709,-0.20733148,-0.65176797,0.91447461,-1.71477211,-0.44801310,0.36500284,-0.51137739,-0.08001816,-0.07369825,0.13567677,-1.91492677,0.33047312,0.15327357,-1.17593813,-0.25311095,-1.26659250,0.88180923,-0.69624627,-0.18365328,-0.13407072,-0.01854757,-0.12592965,0.54770094,0.63701290,-0.76505834,-0.66629326,0.12460050,0.28096765,0.95786172,0.32932806,0.40558881,-0.29071835,0.49919516,0.20920470,-0.94667792,-0.53541917,0.63010257,-1.17322576,-0.29308760
-3.64275622,1.12611747,8.15340519,4.32908916,-1.39980078,0.28341022,1.40786791,0.34352210,0.54071528,-0.15094566,1.56551683,-0.91304195,0.11875812,-0.41645485,-1.81604993,-0.67534941,1.08633220,-0.26086235,-0.62975377,-0.23909041,0.93337333,-0.23980425,-0.54362416,-0.13880914,-0.31744725,0.88079703,-1.11776876,0.33390096,-0.57767302,0.80959630,0.51193142,-0.50698441,0.17354512,-0.09432322,-0.22065556,-0.78755152,0.11785666,-0.32415876,0.79460162,-0.44363022,-0.92150480,-0.42333275,-0.57258022,0.84775853,0.06852203,-0.18788366,-0.42217222,0.33391917,-0.40721792,-0.60140508
-5.70603657,-1.13062227,0.19240037,-3.54019523,2.56118155,0.82554048,2.71436667,1.12508488,0.18829924,3.64989281,-1.39056158,0.37720433,-0.27340904,0.29688337,1.82933652,-0.94384176,-0.74273247,0.11379345,-0.82093662,-0.07277510,1.06267691,0.77043307,-1.19671786,0.99387318,-0.62743604,0.73868704,1.04203796,-0.14125818,-0.04373449,-0.78390557,-1.26112187,-0.51450861,-0.03416950,-0.29811740,-0.79595953,-0.08404334,0.14836144,0.71802711,0.63271558,-0.15677603,0.98104399,-0.52565157,1.20405710,0.21389858,-1.58768201,1.46447158,0.45385754,0.00258535,-0.12057891,-0.94313014
-7.27432585,-4.19759989,0.60099536,-2.17797756,-0.31803420,-0.07427810,0.80629146,3.31493092,-0.08057612,0.80401129,0.79812014,1.76171529,-2.76048017,0.87012386,-1.22575498,-0.06082495,0.03162094,0.41526067,-0.56450522,-1.73744011,-0.10053210,0.04098936,0.10505641,-0.32058465,-0.41375145,0.38098347,1.32172024,-0.47051936,0.83818430,-0.26151231,-0.53841364,-1.14403737,-0.42878437,0.95105469,-0.13270664,0.61348915,0.61069578,0.07213648,-1.00497353,-0.06495682,0.02501104,-0.00693834,0.09852212,0.86065781,0.17304650,0.93961185,1.04437673,1.02617359,0.22679378,0.37346768
-6.80228376,-1.29975772,-1.19878185,0.06119506,0.35917464,2.91220570,0.50773120,0.45289218,2.29623222,1.86651254,0.40152988,-1.52348697,-0.47632301,-0.78230888,-1.44467556,0.73348689,1.01666117,-0.80816108,-0.47946134,0.80915713,-0.20360653,0.60312283,0.52229840,-1.23233402,-1.26130259,0.66977984,-0.20328282,1.26811147,-0.62109119,0.66624349,-0.67458683,-1.29082370,0.83755189,-0.32305855,-0.10462581,0.25405440,1.13271701,-0.17127545,0.68959486,0.62106007,0.20290664,0.15466431,0.01223555,-0.58717161,-0.23733291,0.37112194,-0.26366007,-0.24963361,0.82215899,-0.44375941
-7.11290693,-4.75809479,-1.35122037,-1.03666949,0.20249338,1.87703717,0.72674954,1.11907184,1.77029014,-0.16933352,0.80602854,3.07086015,-2.49019074,-0.43260387,0.03001346,0.85962731,-0.16354315,-0.40432292,0.33849546,0.15314065,0.89124984,-0.68002141,0.52318174,-1.17289317,0.71925330,-1.02163243,1.71196401,0.20352778,-0.34740260,0.05763244,-1.04940224,-1.46519434,-0.31623799,0.51659620,0.33258170,-0.58469450,1.16629457,-1.02537918,0.01306692,-0.23672658,0.44184503,0.09926290,-0.06558640,0.19420402,-0.07740561,0.30976537,-0.14603160,-0.05940061,-0.56042171,0.85596448
4.54810524,-2.93463016,0.99757808,-3.54554915,-2.12824488,1.81981742,-0.27395853,-0.65865493,-0.97866577,1.48598492,1.84212184,0.20609626,1.61753058,0.56287980,1.33099401,0.93531579,-0.33868665,0.85311115,1.49153566,0.43780753,-0.04681359,-0.71994853,-0.39861390,-0.64733571,-0.35341361,1.26374662,-0.65920997,-0.42156824,-0.56769353,-0.29283753,-0.21379738,0.31800911,0.19600038,0.24521917,0.06608630,-0.26414713,1.18492353,0.30929905,0.23296285,0.31523302,0.84136105,0.22830209,-0.15057932,0.49011767,1.16406715,-0.26263538,0.63725340,0.60677230,-0.37900105,-0.52904201
-4.97045326,-4.86822605,-1.06755626,-0.60812396,0.09357160,2.47495651,0.46916121,0.21488041,1.11500371,-1.26071811,0.72952271,1.93794477,-1.18294024,-0.27034691,0.06937710,1.20198059,-0.46074101,-0.63376170,-0.03085961,-0.04910187,-0.33418977,2.31481075,-0.56371433,0.34023970,0.84835726,-0.09934240,-0.71133763,1.12371802,0.35027918,-0.85930008,-0.92291832,-0.66221964,-0.79445922,-0.10723512,-0.11703459,-0.98194122,0.19492742,-0.39855036,0.02000555,-0.47468862,-0.19539377,0.85983783,-0.23764481,0.65269679,-0.47620487,-0.34145653,0.21955727,-1.33594513,0.94138998,-0.48875961
-4.03693628,0.63095981,7.95235300,1.87897217,-0.39153001,4.53376627,-0.35477424,0.26642036,1.78635514,0.15656136,-0.07453611,-0.97162789,-0.12469575,-0.58562857,-0.39601290,0.98326004,0.91756946,0.02217308,-0.54741526,-0.53214478,-0.51822197,0.48402482,0.52358747,-0.13041186,-0.70687741,0.55383843,-0.58875561,-0.01975203,0.25570208,-0.02352083,0.77071905,0.20637749,-1.64482236,-0.24151529,0.34309590,-0.65984595,-0.36456293,0.21974418,-0.69593418,0.72593409,-0.05493816,-0.23255719,0.05024568,-0.43598908,0.96523333,-0.27078840,0.43924463,0.67343336,-0.00699066,-0.96813560
